Publication Type;Authors;Book Authors;Book Editors;Book Group Authors;Author Full Names;Book Author Full Names;Group Authors;Article Title;Source Title;Book Series Title;Book Series Subtitle;Language;Document Type;Conference Title;Conference Date;Conference Location;Conference Sponsor;Conference Host;Author Keywords;Keywords Plus;Abstract;Addresses;Reprint Addresses;Email Addresses;Researcher Ids;ORCIDs;Funding Orgs;Funding Text;Cited References;Cited Reference Count;Times Cited, WoS Core;Times Cited, All Databases;180 Day Usage Count;Since 2013 Usage Count;Publisher;Publisher City;Publisher Address;ISSN;eISSN;ISBN;Journal Abbreviation;Journal ISO Abbreviation;Publication Date;Publication Year;Volume;Issue;Part Number;Supplement;Special Issue;Meeting Abstract;Start Page;End Page;Article Number;DOI;Book DOI;Early Access Date;Number of Pages;WoS Categories;Research Areas;IDS Number;UT (Unique WOS ID);Pubmed Id;Open Access Designations;Highly Cited Status;Hot Paper Status;Date of Export;
J;Li, XL- Hou, T- Lu, YS- Yang, B;;;;Li, Xianglong- Hou, Teng- Lu, Yishen- Yang, Bin;;;A method for controlling the surface morphology of centrifugally spun starch-based fibers;JOURNAL OF APPLIED POLYMER SCIENCE;;;;;;;;;;;;In the present study, we provide a method for controlling the surface morphology of centrifugally spun starch-based fibers by adjusting the ratio of amylopectin/amylose in starches and combining with a hot blast temperature. The effects of hot blast temperature, amylopectin, and amylose on fiber surface morphologies are investigated. Scanning electron microscopy is used to characterize the morphology of the prepared fibers. The results show that fibers with burr-shaped nanostructures on the surface can be fabricated by adding amylopectin to starches and are promoted by increasing the hot blast temperature. However, amylose in starches plays the role of smoothing the fiber surfaces. X-ray diffraction reveals that the fibers are amorphous. Through Fourier transform infrared spectroscopy analysis, it was found that some physicochemical changes occur during centrifugal spinning. (c) 2017 Wiley Periodicals, Inc. J. Appl. Polym. Sci. 2018, 135, 45810.;;;;;;;;;;;;;;;;;0021-8995;1097-4628;;;;FEB 10;2018;135;6;;;;;;;45810;10.1002/app.45810;;;;;;;WOS:000413925200019;;;;;;
S;Demir, A- Acikabak, B- Ahan, Z;;;IOP;Demir, A.- Acikabak, B.- Ahan, Z.;;;Development of Carbon Nanofiber Yarns by Electrospinning;18TH WORLD TEXTILE CONFERENCE (AUTEX 2018);IOP Conference Series-Materials Science and Engineering;;;;18th World Textile Conference (AUTEX);JUN 20-22, 2018;Istanbul Tech Univ, Textile Technologies & Design Fac, Istanbul, TURKEY;;Istanbul Tech Univ, Textile Technologies & Design Fac;;;In recent years the commercial importance of carbon nanofiber has increased due to its high mechanical properties, electrical and thermal conductivity and lightness. Therefore, carbon nanofibers are candidate to replace many commercial products. In general carbon nanofibers are produced from precursor fiber. Polyacrylonitrile (PAN) is usually used as precursor fiber because of comparatively high carbon yield and a thermally stable and highly oriented molecular structure. Large number of scientific publications have been demonstrated with the help of progress in nanofiber production methods, such electrospinning, centrifugal-spinning, air blowing from melt or solution, and optimization of process parameters of those methods. In this study, PAN nanoyarn is first obtained by the electrospnning method which is very convenient process for producing thin fiber. Stabilization is then applied by exposure to air at 230 degrees C to provide thermally stable structure so that the resulting PAN nanofibers could be thermally durable during the carbonization process at high temperature. Finally, the process for the carbonization of the stabilized sample is operated in a argon gas atmosphere at 600 degrees C. The produced material is characterized by SEM to observe its morphology.;;;;Demir, Ali/AAD-3290-2020;Demir, Ali/0000-0001-8898-9412;;;;;;;;;;;;1757-8981;;;;;;2018;460;;;;;;;;12027;10.1088/1757-899X/460/1/012027;;;;;;;WOS:000461176700027;;;;;;
J;Zhang, XG- Qiao, JX- Zhao, H- Huang, ZH- Liu, YG- Fang, MH- Wu, XW- Min, X;;;;Zhang, Xiaoguang- Qiao, Jiaxin- Zhao, Hang- Huang, Zhaohui- Liu, Yangai- Fang, Minghao- Wu, Xiaowen- Min, Xin;;;Preparation and performance of novel polyvinylpyrrolidone/polyethylene glycol phase change materials composite fibers by centrifugal spinning;CHEMICAL PHYSICS LETTERS;;;;;;;;;;;;Currently, phase change materials (PCMs) composite fibers are typically prepared by electrospinning. However, electrospinning exhibits safety concerns and a low production rate, which limit its practical applications as a cost-effective fiber fabrication approach. Therefore, a novel, and simple centrifugal spinning technology is employed to extrude fibers from composite solutions using a high-speed rotary and perforated spinneret. The composite fibers based on polyvinylpyrrolidone (PVP) and polyethylene glycol (PEG) were prepared by centrifugal spinning. The SEM of PVP/PEG composite fibers indicated that the fibrous morphology is well preserved. The DSC and TGA indicated that PVP/PEG composite fibers exhibit good thermal properties. (C) 2017 Elsevier B.V. All rights reserved.;;;;Min, Xin/L-8050-2019;;;;;;;;;;;;;0009-2614;1873-4448;;;;JAN;2018;691;;;;;;314;318;;10.1016/j.cplett.2017.11.041;;;;;;;WOS:000418590200052;;;;;;
J;Wongpajan, R- Thumsorn, S- Inoya, H- Okoshi, M- Hamada, H;;;;Wongpajan, Rutchaneekorn- Thumsorn, Supaphorn- Inoya, Hiroyuki- Okoshi, Masayuki- Hamada, Hiroyuki;;;Development of Cotton Candy Method for High Productivity Polypropylene Fibers Webs;FIBERS AND POLYMERS;;;;;;;;;;;;The cotton candy method (CoCAM) is developed for high productivity of polymer micro-and nano-fibers. Polypropylene was molten in a single screw extruder of the CoCAM at air pressures of 0.2-0.5 MPa with nozzle temperatures of 280-350 A degrees C and the constant air temperature of 600 A degrees C. The distance from the nozzle to the collector was set at 10-90 cm. Thermal images informed the accumulation of PP fibers flows at shorter collector distance. The diameters of PP micro-fibers decreased with increasing the air pressures and the nozzle temperatures. Crystallinity of the PP micro-fibers increased when increasing the nozzle temperature due to higher occasion of molecular orientation. The degree of the fiber entanglement in the PP micro-fibers decreased when increasing the collector distance, which affected on the declination of tensile strength. Ductility of the PP micro-fibers improved at high collector distances. The optimum condition of the PP micro-fibers was found at the average diameter of 2.3 mu m at 0.5 MPa with the nozzle temperature of 340 oC collected at 60 cm. The productivity of the PP micro-fibers webs from the CoCAM was 144 g/h.;;;;;;;;;;;;;;;;;1229-9197;1875-0052;;;;JAN;2018;19;1;;;;;135;146;;10.1007/s12221-018-7574-0;;;;;;;WOS:000423720800014;;;;;;
J;Xu, CY- Wu, LL- Chen, T;;;;Xu, Chen-Yang- Wu, Li-Li- Chen, Ting;;;AIR VELOCITY DISTRIBUTION OF THE CIRCUMFERENTIALLY ARRANGED NOZZLE GROUP;THERMAL SCIENCE;;;;;;;;;;;;The air-flow field of the circumferentially arranged nozzle group is modeled and simulated. The air velocity distribution is measured using a hot wire anemometer. The results show that the simulated velocities coincide with the measured ones, confirming the effectiveness of the model. Larger rotating speeds can yield larger air velocities, indicating that introducing auxiliary air is favorable to the polymer drawing in the centrifugal spinning.;;;;;;;;;;;;;;;;;0354-9836;2334-7163;;;;;2018;22;4;;;;;1589;1593;;10.2298/TSCI1804589X;;;;;;;WOS:000441484800006;;;;;;
J;Vera, L- Matej, B- Karolina, V- Tereza, K- Zbynek, T- Miroslav, D- Veronika, B- Andrej, L- Vera, S- Barbora, V- Andrea, S- Petr, S- Milena, K- Evzen, A- Eva, F- Franco, R- Michala, R;;;;Vera, Lukasova- Matej, Buzgo- Karolina, Vocetkova- Tereza, Kubikova- Zbynek, Tonar- Miroslav, Doupnik- Veronika, Blahnova- Andrej, Litvinec- Vera, Sovkova- Barbora, Voltrova- Andrea, Staffa- Petr, Svora- Milena, Kralickova- Evzen, Amler- Eva, Filova- Franco, Rustichelli- Michala, Rampichova;;;Osteoinductive 3D scaffolds prepared by blend centrifugal spinning for long-term delivery of osteogenic supplements;RSC ADVANCES;;;;;;;;;;;;Bone regeneration is a long-term process requiring proper scaffolding and drug delivery systems. The current study delivers a three-dimensional (3D) scaffold prepared by blend centrifugal spinning loaded with the osteogenic supplements (OS) -glycerol phosphate, ascorbate-2-phosphate and dexamethasone. The OS were successfully encapsulated into a fibrous scaffold and showed sustained release for 30 days. Furthermore, biological testing showed the osteoinductive properties of the scaffolds on a model of human mesenchymal stem cells and stimulatory effect on a model of osteoblasts. The osteoinductive properties were further proved in vivo in critical size defects of rabbits. The amount of bone trabecules was bigger compared to control fibers without OS. The results indicate that due to its long-term drug releasing properties, single step fabrication process and 3D structure, the system shows ideal properties for use as a cell-free bone implant in tissue-engineering.;;;;Lukasova, Vera/AAC-4914-2019- Voltrova, Barbora M./O-8653-2017;Voltrova, Barbora M./0000-0001-5184-069X- Buzgo, Matej/0000-0002-0822-3319;;;;;;;;;;;;2046-2069;;;;;;2018;8;39;;;;;21889;21904;;10.1039/c8ra02735h;;;;;;;WOS:000436031800026;;;;;;
J;Gundogdu, NAS- Akgul, Y- Kilic, A;;;;Gundogdu, N. A. Serhat- Akgul, Yasin- Kilic, Ali;;;Optimization of centrifugally spun thermoplastic polyurethane nanofibers for air filtration applications;AEROSOL SCIENCE AND TECHNOLOGY;;;;;;;;;;;;While our knowledge of fiber formation by using conventional nanofiber spinning techniques has increased to a considerable extent, there are still few studies on centrifugal spinning either in academia or in the industry. Centrifugal spinning is a comparatively new method of producing fibers having nano- or microscale diameters. In this study, three main parameters (nozzle orifice diameter, rotational speed, polymer concentration) of centrifugal spinning were optimized to produce air filter media from thermoplastic polyurethane nanofibers. The effect of concentration of polymer solution was found to be a major contributor in TPU fibers optimization estimating 77.5%. After the optimization studies, the average fiber diameter of nanofiber sample produced at optimum conditions (22G needle as an orifice, 4000rpm, and 10wt% concentration of polymer solution) was 205 84nm. Aerosol filtration performance of the produced webs was analyzed. Filtration efficiency of the optimized sample was found to be 99.4% for 0.3 mu m particle size at an expense of 98Pa pressure drop.Copyright (c) 2018 American Association for Aerosol Research;;;;KILIC, ALI/N-1714-2014- Akgul, Yasin/AAB-1056-2021;KILIC, ALI/0000-0001-5915-8732- ;;;;;;;;;;;;0278-6826;1521-7388;;;;;2018;52;5;;;;;515;523;;10.1080/02786826.2018.1433813;;;;;;;WOS:000430091700004;;;;;;
J;Hashemi, AR- Pishevar, AR- Valipouri, A- Parau, EI;;;;Hashemi, Ali Reza- Pishevar, Ahmad Reza- Valipouri, Afsaneh- Parau, Emilian I.;;;Numerical and experimental study on the steady cone-jet mode of electro-centrifugal spinning (vol 30, 017103, 2018);PHYSICS OF FLUIDS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1070-6631;1089-7666;;;;JAN;2018;30;1;;;;;;;19901;10.1063/1.5022214;;;;;;;WOS:000424017600067;;;;;;
J;Hashemi, AR- Pishevar, AR- Valipouri, A- Parau, EI;;;;Hashemi, Ali Reza- Pishevar, Ahmad Reza- Valipouri, Afsaneh- Parau, Emilian I.;;;Numerical and experimental study on the steady cone-jet mode of electro-centrifugal spinning;PHYSICS OF FLUIDS;;;;;;;;;;;;This study focuses on a numerical investigation of an initial stable jet through the air-sealed electro-centrifugal spinning process, which is known as a viable method for the mass production of nanofibers. A liquid jet undergoing electric and centrifugal forces, as well as other forces, first travels in a stable trajectory and then goes through an unstable curled path to the collector. In numerical modeling, hydrodynamic equations have been solved using the perturbation method-and the boundary integral method has been implemented to efficiently solve the electric potential equation. Hydrodynamic equations have been coupled with the electric field using stress boundary conditions at the fluid-fluid interface. Perturbation equations were discretized by a second order finite difference method, and the Newton method was implemented to solve the discretized non-linear system. Also, the boundary element method was utilized to solve electrostatic equations. In the theoretical study, the fluid was described as a leaky dielectric with charges only on the surface of the jet traveling in dielectric air. The effect of the electric field induced around the nozzle tip on the jet instability and trajectory deviation was also experimentally studied through plate-plate geometry as well as point-plate geometry. It was numerically found that the centrifugal force prevails on electric force by increasing the rotational speed. Therefore, the alteration of the applied voltage does not significantly affect the jet thinning profile or the jet trajectory. Published by AIP Publishing.;;;;Pishevar, Ahmadreza/R-1472-2019- Parau, Emilian I/G-9995-2011;Parau, Emilian I/0000-0001-5134-2068- Valipour, Afsaneh/0000-0001-6444-0249- Pishevar, Ahmadreza/0000-0002-1464-4750;;;;;;;;;;;;1070-6631;1089-7666;;;;JAN;2018;30;1;;;;;;;17103;10.1063/1.5001808;;;;;;;WOS:000424017600064;;;;;;
J;Yang, SB- Yeum, JH;;;;Yang, Seong Baek- Yeum, Jeong Hyun;;;Morphological Comparison of Aligned Poly(vinyl alcohol) Nanofibers Fabricated by Modified Electrospinning and Centrifugal Jet Spinning Techniques;JOURNAL OF NANOSCIENCE AND NANOTECHNOLOGY;;;;;;;;;;;;Common methods of polymer nanofiber production include phase separation, template synthesis, electrospinning, and centrifugal spinning. The electrospinning technique has attracted great interest among academic and industrial scientists because it is a very simple and effective approach to produce nanofibers, which are attractive for various applications in biomedical engineering, filtration, protective clothing, catalysis reactions, and sensors. In this study, we aimed to investigate the morphological differences between the aligned poly(vinyl alcohol) nanofibers obtained using the centrifugal jet spinning and modified electrospinning methods. The morphological changes were observed in detail by field emission scanning electron microscopy. The dependence of the nanofiber alignment on the applied voltage or rotational velocity during fabrication was investigated. Changes in these two parameters caused gradual changes in the nanofiber alignment and alterations in the morphology of the nanofibers.;;;;Yang, Seong Baek/AAP-1745-2020;;;;;;;;;;;;;1533-4880;1533-4899;;;;DEC;2017;17;12;;;;;9056;9062;;10.1166/jnn.2017.14369;;;;;;;WOS:000417111000050;;;;;;
J;Ghannadian, P- De Paula, M- Kankaya, S- Lobo, A- Webster, TJ;;;;Ghannadian, P.- De Paula, Mirian- Kankaya, Siddhi- Lobo, Anderson- Webster, Thomas J.;;;Nanofibrous Scaffolds Produced by Electrospinning, Rotary-Jet Spinning and Airbrush for Orthopedic Tissue Regeneration;TISSUE ENGINEERING PART A;;;;;TERMIS - Americas Conference and Exhibition;DEC 03-06, 2017;Charlotte, NC;TERMIS Americas;;;;;;;;Lobo, Anderson Oliveira/B-2893-2011;Lobo, Anderson Oliveira/0000-0002-2544-0438;;;;;;;;;;;;1937-3341;1937-335X;;;;DEC;2017;23;;;1;;349;S88;S88;;;;;;;;;WOS:000416247300336;;;;;;
J;Chen, HH- Li, XL- Li, N- Yang, B;;;;Chen, Huanhuan- Li, XiangLong- Li, Nan- Yang, Bin;;;Electrostatic-assisted centrifugal spinning for continuous collection of submicron fibers;TEXTILE RESEARCH JOURNAL;;;;;;;;;;;;Non-uniformity of the fiber diameter and difficulty in continuous web collection have limited the development and further application of centrifugal spinning (CS). Here, we present a feasible method for fibers' continuous collection and morphology optimization by utilizing vertical electrostatic-assisted centrifugal spinning (E-CS). The effects of spinning parameters, such as applied voltage, nozzle size, and rotational speed on fiber morphology have been evaluated systematically. We find that vertical voltage is strongly correlated with the formation of bead defects, and nozzle size is the most important parameter on fiber size, and the fiber diameter generally decreased with increasing rotation speed. Through the mechanism analysis and jet trajectory observation, we think that the Rayleigh-Taylor instability is the key factor in determining fiber formation in CS. When a vertical electrostatic force is applied to CS, the above instability phenomenon can be effectively controlled resulting more uniform fibers with thinner diameters and fewer beads.;;;;;;;;;;;;;;;;;0040-5175;1746-7748;;;;NOV;2017;87;19;;;;;2349;2357;;10.1177/0040517516671121;;;;;;;WOS:000412813000005;;;;;;
J;Zhao, H- Min, X- Wu, XW- Wang, H- Liu, J- Zhang, ZJ- Huang, ZH- Liu, YG- Fang, MH;;;;Zhao, Hang- Min, Xin- Wu, Xiaowen- Wang, Huan- Liu, Jia- Zhang, Zhijie- Huang, Zhaohui- Liu, Yan-gai- Fang, Minghao;;;Microstructure and electrochemical properties of polyacrylonitrile-based carbon micro- and nanofibers fabricated by centrifugal spinning;CHEMICAL PHYSICS LETTERS;;;;;;;;;;;;Carbon nanofibers were prepared by using centrifugal spinning with polyacrylonitrile as precursor. The microstructure and electrochemical properties of prepared samples were investigated by using scanning electron microscopy and electrochemical workstation, respectively. The results showed that the distribution of fiber diameter showed a normal law. The carbon fibers present good cycle stability at low scan rate. Moreover, the integral area of cyclic voltammetry curve reaches the maximum when the mass ratio of PAN/PMMA is 20:3. The specific capacitance of it is 102 F/g and 84 F/g, in case of the current density at 0.1 A/g and 0.2 A/g, respectively. (C) 2017 Elsevier B.V. All rights reserved.;;;;Min, Xin/L-8050-2019;;;;;;;;;;;;;0009-2614;1873-4448;;;;SEP 16;2017;684;;;;;;14;19;;10.1016/j.cplett.2017.06.027;;;;;;;WOS:000407404400003;;;;;;
J;Divvela, MJ- Ruo, AC- Zhmayev, Y- Joo, YL;;;;Divvela, Mounica Jyothi- Ruo, An-Cheng- Zhmayev, Yevgen- Joo, Yong Lak;;;Discretized modeling for centrifugal spinning of viscoelastic liquids;JOURNAL OF NON-NEWTONIAN FLUID MECHANICS;;;;;;;;;;;;A theoretical investigation of the behavior of Newtonian and viscoelastic jets during centrifugal spinning (CS) is presented in this paper. We used a discretized model, which provides a numerical framework to solve complex continuum equations, to model the spinning behavior of the viscoelastic Boger fluid. The jet was modeled as a series of beads connected with massless springs. After defining the viscoelastic, surface tension and aerodynamic drag forces for each bead, we solve Newton's second law of motion to obtain the trajectory of the jet. We first compared the jet profile predictions of the Newtonian fluid from the bead-spring model with an asymptotic thin-fiber model and obtained consistent results. Finally, we performed a parameter study to understand the effects of various properties such as viscoelasticity, surface tension and process conditions on the behavior of the viscoelastic jet. We also compared the simulation results with the experimental observations of PIB/PB Boger fluids to validate the discretized model. (C) 2017 Elsevier B.V. All rights reserved.;;;;Joo, Yong Lak/AAA-8616-2019;Ruo, An-Cheng/0000-0002-0545-7734;;;;;;;;;;;;0377-0257;1873-2631;;;;SEP;2017;247;;;;;;62;77;;10.1016/j.jnnfm.2017.06.005;;;;;;;WOS:000412040900006;;;;;;
J;Zander, NE- Gillan, M- Sweetser, D;;;;Zander, Nicole E.- Gillan, Margaret- Sweetser, Daniel;;;Composite Fibers from Recycled Plastics Using Melt Centrifugal Spinning;MATERIALS;;;;;;;;;;;;New methods are being developed to enable the production of value-added materials from high-volume, low-cost feedstocks arising from domestic recycling streams. In this work, recycled bottle-grade polyethylene terephthalate, polystyrene, and polypropylene were spun into fibers from the melt using a centrifugal spinning technique. Mono-component fibers and 50/50 blends of each polymer and a 33/33/33 blend of all three polymers were evaluated. Fiber morphology, chemistry, thermal, and mechanical properties were probed. Fiber diameters ranged from ca. 1 to over 12 mu m, with polypropylene fibers having the smallest fiber diameters. Mono-component fibers were generally defect-free, while composite fibers containing polypropylene were beady. Fibers made from polyethylene terephthalate had the highest tensile strength, and the addition of polyethylene terephthalate to the other polymers improved the mechanical properties of the blends. Nano- and micro-fibers from both pure and mixed waste streams are expected to have applications in myriad areas such as ultra/micro-filtration, composites, and insulation.;;;;;Gillan, Margaret/0000-0002-6061-6881;;;;;;;;;;;;1996-1944;;;;;SEP;2017;10;9;;;;;;;1044;10.3390/ma10091044;;;;;;;WOS:000411506700058;28878187;;;;;
J;Akia, M- Cremar, L- Chipara, M- Munoz, E- Cortez, H- de Santiago, H- Rodriguez-Macias, FJ- Vega-Cantu, YI- Arandiyan, H- Sun, HY- Lodge, TP- Mao, YB- Lozano, K;;;;Akia, Mandana- Cremar, Lee- Chipara, Mircea- Munoz, Edgar- Cortez, Hilario- de Santiago, Hector- Rodriguez-Macias, Fernando J.- Vega-Cantu, Yadira I.- Arandiyan, Hamidreza- Sun, Hongyu- Lodge, Timothy P.- Mao, Yuanbing- Lozano, Karen;;;In Situ Production of Graphene-Fiber Hybrid Structures;ACS APPLIED MATERIALS & INTERFACES;;;;;;;;;;;;We report a scalable method to obtain a new material where large graphene sheets form webs linking carbon fibers. Film-fiber hybrid nonwoven mats are formed during fiber processing and converted to carbon structures after a simple thermal treatment. This contrasts with multistep methods that attempt to mix previously prepared graphene and fibers, or require complicated and costly processes for deposition of graphene over carbon fibers. The developed graphene-fiber hybrid structures have seamless connections between graphene and fibers, and in fact the graphene veils extend directly from one fiber into another forming a continuous surface. The graphene-fiber hybrid structures are produced in situ from aqueous poly(vinyl alcohol) solutions. The solutions were subjected to centrifugal spinning to produce fine nanofiber mats. The addition of salt to the polymer solution stimulated a capillarity effect that promoted the formation of thin veils, which become graphene sheets upon dehydration by sulfuric acid vapor followed by carbonization (at relatively low temperatures, below 800 degrees C). These veils extend over several micrometers within the pores of the fiber network, and consist of crystalline graphene layers that cross-link the fibers to form a highly interconnected hybrid network. The surface area and pore diameter of the hybrid structures were measured to be 521 m(2)g(-1) and 10 nm, respectively. The resulting structure shows high electrical conductivity, 550 S/m, and promising shielding of electromagnetic interference, making it an attractive system for a broad range of electronic applications.;;;;Sun, Hongyu/E-8567-2011- Arandiyan, Hamidreza/B-5593-2013- Mao, Yuanbing/R-4521-2017- Rodriguez-Macias, Fernando J/A-9841-2013- Arandiyan, Hamid/O-3219-2019;Sun, Hongyu/0000-0002-5072-7019- Arandiyan, Hamidreza/0000-0001-5633-3945- Mao, Yuanbing/0000-0003-2665-6676- Rodriguez-Macias, Fernando J/0000-0002-4319-5608- Arandiyan, Hamid/0000-0001-5633-3945- Lozano, Karen/0000-0002-6676-8632;;;;;;;;;;;;1944-8244;;;;;AUG 2;2017;9;30;;;;;25474;25480;;10.1021/acsami.7b07509;;;;;;;WOS:000407089300046;28701040;;;;;
J;Hromadko, LK- Koudelkova, E- Bulanek, R- Macak, JM;;;;Hromadko, Lude. K.- Koudelkova, Eva- Bulanek, Roman- Macak, Jan M.;;;SiO2 Fibers by Centrifugal Spinning with Excellent Textural Properties and Water Adsorption Performance;ACS OMEGA;;;;;;;;;;;;Facile and innovative route for large-scale synthesis of SiO2 fibers with excellent textural properties and H2O adsorption performance is presented. At first, a three-dimensional network of SiO2 precursor fibers was produced from tailored spun solutions (without any toxic elements and surfactants) by centrifugal spinning, which is a very modern fiber-synthesis technique, with numerous advantages over electrospinning. Upon thermal annealing of the precursor fibers, mesoporous amorphous SiO2 fibers with an ultrahigh surface area of up to 824 m(2)/g and pore size distribution in the range of 2-10 nm were produced. Owing to the high number of OH groups available on the surface, the produced SiO2 fibers showed significantly better performance in H2O adsorption compared to that of the reference silicagel.;;;;Bulanek, Roman/G-3299-2019;Bulanek, Roman/0000-0002-9926-6823- Macak, Jan/0000-0001-7091-3022;;;;;;;;;;;;2470-1343;;;;;AUG;2017;2;8;;;;;5052;5059;;10.1021/acsomega.7b00770;;;;;;;WOS:000409924000108;31457782;;;;;
J;Noroozi, S- Alamdari, H- Arne, W- Larson, RG- Taghavi, SM;;;;Noroozi, S.- Alamdari, H.- Arne, W.- Larson, R. G.- Taghavi, S. M.;;;Regularized string model for nanofibre formation in centrifugal spinning methods;JOURNAL OF FLUID MECHANICS;;;;;;;;;;;;We develop a general regularized thin-fibre (string) model to predict the properties of non-Newtonian fluid fibres generated by centrifugal spinning. In this process the fibre emerges from a nozzle of a spinneret that rotates rapidly around its axis of symmetry, in the presence of centrifugal, Coriolis, inertial, viscous/shear-thinning, surface tension and gravitational forces. We analyse the effects of five important dimensionless groups, namely, the Rossby number (Rb), the Reynolds number (Re), the Weber number (We), the Froude number (Fr) and a power-law index (m), on the steady state trajectory and thinning of fibre radius. In particular, we find that the gravitational force mainly affects the fibre vertical angle at small arc lengths as well as the fibre trajectory. We show that for small Rb, which is the regime of nanofibre formation in centrifugal spinning methods, rapid thinning of the fibre radius occurs over small arc lengths, which becomes more pronounced as Re increases or m decreases. At larger arc lengths, a relatively large We results in a spiral trajectory regime, where the fibre eventually recovers a corresponding inviscid limit with a slow thinning of the fibre radius as a function of the arc length. Viscous forces do not prevent the fibre from approaching the inviscid limit, but very strong surface tension forces may do so as they could even result in a circular trajectory with an almost constant fibre radius. We divide the spiral and circular trajectories into zones of no thinning, intense thinning and slow or ceased thinning, and for each zone we provide simple expressions for the fibre radius as a function of the arc length.;;;;Noroozi, Sooran/ABE-7125-2020- Taghavi, Seyed Mohammad/L-4700-2016;Taghavi, Seyed Mohammad/0000-0003-2263-0460- Arne, Walter/0000-0001-5364-3788;;;;;;;;;;;;0022-1120;1469-7645;;;;JUL 10;2017;822;;;;;;202;234;;10.1017/jfm.2017.279;;;;;;;WOS:000403090300015;;;;;;
J;Upson, SJ- O'Haire, T- Russell, SJ- Dalgarno, K- Ferreira, AM;;;;Upson, Sarah J.- O'Haire, Tom- Russell, Stephen J.- Dalgarno, Kenneth- Ferreira, Ana Marina;;;Centrifugally spun PHBV micro and nanofibres;MATERIALS SCIENCE & ENGINEERING C-MATERIALS FOR BIOLOGICAL APPLICATIONS;;;;;;;;;;;;This paper reports the first study on centrifugal spinning of PHBV fibres. Fibres were spun from solution using a range of polymer concentrations, spin speeds and spinneret to collector distances. A PHBV polymer concentration of 25% w/v spun at 9000 r min(-1) produced the highest quality fibres, with fibre diameters predominantly in the 0.5-3 mu m range. The rate at which fibre could be produced at the 9000 r min(-1) spin speed and with a spinneret to collector distance of 39.2 cm was equivalent to 11 km of fibre per minute per needle. Average fibre strengths of 3 MPa were achieved, together with average moduli of 100 MPa, indicating that the fibres had higher strength but lower stiffness than electrospun PHBV. The productivity and mechanical properties achieved, together with the excellent biocompatibility of PHBV, means that these fibres have potential for application in a range of biomedical applications. (C) 2017 The Authors. Published by Elsevier B.V.;;;;Duarte, Ana Marina Ferreira/I-4265-2019;Duarte, Ana Marina Ferreira/0000-0002-7728-1619- Upson, Sarah/0000-0002-0428-5977- Russell, Stephen/0000-0003-0339-9611;;;;;;;;;;;;0928-4931;1873-0191;;;;JUL 1;2017;76;;;;;;190;195;;10.1016/j.msec.2017.03.101;;;;;;;WOS:000405541600023;28482516;;;;;
J;Capulli, AK- Emmert, MY- Pasqualini, FS- Kehl, D- Caliskan, E- Lind, JU- Sheehy, SP- Park, SJ- Ahn, S- Weber, B- Goss, JA- Hoerstrup, SP- Parker, KK;;;;Capulli, Andrew K.- Emmert, Maximillian Y.- Pasqualini, Francesco S.- Kehl, Debora- Caliskan, Etem- Lind, Johan U.- Sheehy, Sean P.- Park, Sung Jin- Ahn, Seungkuk- Weber, Benedikt- Goss, Josue A.- Hoerstrup, Simon P.- Parker, Kevin Kit;;;JetValve: Rapid manufacturing of biohybrid scaffolds for biomimetic heart valve replacement;BIOMATERIALS;;;;;;;;;;;;Tissue engineered scaffolds have emerged as a promising solution for heart valve replacement because of their potential for regeneration. However, traditional heart valve tissue engineering has relied on resource-intensive, cell-based manufacturing, which increases cost and hinders clinical translation. To overcome these limitations, in situ tissue engineering approaches aim to develop scaffold materials and manufacturing processes that elicit endogenous tissue remodeling and repair. Yet despite recent advances in synthetic materials manufacturing, there remains a lack of cell-free, automated approaches for rapidly producing biomimetic heart valve scaffolds. Here, we designed a jet spinning process for the rapid and automated fabrication of fibrous heart valve scaffolds. The composition, multiscale architecture, and mechanical properties of the scaffolds were tailored to mimic that of the native leaflet fibrosa and assembled into three dimensional, semilunar valve structures. We demonstrated controlled modulation of these scaffold parameters and show initial biocompatibility and functionality in vitro. Valves were minimally-invasively deployed via transapical access to the pulmonary valve position in an ovine model and shown to be functional for 15 h. (C) 2017 Elsevier Ltd. All rights reserved.;;;;Ahn, Seungkuk/AAP-1105-2020- Kehl, Debora/AAC-3267-2019;Lind, Johan Ulrik/0000-0002-0358-3999- Weber, Benedikt/0000-0002-7217-4590;;;;;;;;;;;;0142-9612;1878-5905;;;;JUL;2017;133;;;;;;229;241;;10.1016/j.biomaterials.2017.04.033;;;;;;;WOS:000401716700020;28445803;;;;;
