;Word;Count
1725;tangenti;2
1726;pressuris;2
1727;thermogravimetri;2
1728;peripher;2
1729;triterpenoid;2
1730;triaconten;2
1731;backbon;2
1732;target;2
1733;supramolecular;2
1734;evid;2
1735;consumpt;2
1736;hcl;2
1737;newli;2
1738;fecl;2
1739;elucid;2
1740;corn;2
1741;nio;2
1742;magnet;2
1743;ask;2
1744;myocardi;2
1745;biocatalyst;2
1746;inulin;2
1747;novozym;2
1748;chromatographi;2
1749;oligosaccharid;2
1750;contour;2
1751;radii;2
1752;qualit;2
1753;propag;2
1754;mn;2
1755;fuse;2
1756;diagram;2
1757;guidelin;2
1758;spp;2
1759;polyolefin;2
1760;agglomer;2
1761;categori;2
1762;plt;2
1763;intestin;2
1764;gastric;2
1765;bile;2
1766;zro;2
1767;stack;2
1768;domin;2
1769;finger;2
1770;po;2
1771;intermedi;2
1772;take;2
1773;nanocrystallin;2
1774;coo;2
1775;diffractomet;2
1776;aminopropyltriethoxysilan;2
1777;apt;2
1778;dopant;2
1779;dr;2
1780;molar;2
1781;largest;2
1782;spectral;2
1783;photoact;2
1784;arrow;2
1785;nu;2
1786;cone;2
1787;decalin;2
1788;sonic;2
1789;zrocl;2
1790;cooh;2
1791;pza;2
1792;mol;2
1793;pat;2
1794;vehicl;2
1795;zoc;2
1796;mole;2
1797;spatul;2
1798;reportedli;2
1799;damag;2
1800;constitu;2
1801;theta;2
1802;hydroxyethyl;2
1803;asymmetr;2
1804;comonom;2
1805;rice;2
1806;fumonisin;2
1807;lc;2
1808;friction;2
1809;od;2
1810;microhard;2
1811;cof;2
1812;ellipsoid;2
1813;equiaxi;2
1814;inhomogen;2
1815;neoter;1
1816;inlet;1
1817;conic;1
1818;pipe;1
1819;rais;1
1820;sulfit;1
1821;emphasi;1
1822;benefici;1
1823;effort;1
1824;calvaria;1
1825;postop;1
1826;western;1
1827;blot;1
1828;tricalcium;1
1829;oscil;1
1830;segment;1
1831;quantif;1
1832;particip;1
1833;inflamm;1
1834;collagenosi;1
1835;pullulan;1
1836;ccrd;1
1837;rsm;1
1838;dmso;1
1839;bacillu;1
1840;workabl;1
1841;dysfunct;1
1842;graphemn;1
1843;thermograph;1
1844;polydopamin;1
1845;want;1
1846;mussel;1
1847;maillard;1
1848;hdf;1
1849;gfp;1
1850;simplifi;1
1851;summari;1
1852;oxim;1
1853;exce;1
1854;uranyl;1
1855;accommod;1
1856;mabg;1
1857;carboxymethyl;1
1858;basi;1
1859;monomod;1
1860;paracrystallin;1
1861;log;1
1862;cfg;1
1863;vinylpyrrolidon;1
1864;galvanostat;1
1865;carbotherm;1
1866;vascular;1
1867;vessel;1
1868;cardiovascular;1
1869;umbil;1
1870;vein;1
1871;neomycin;1
1872;mobil;1
1873;onset;1
1874;insignific;1
1875;engross;1
1876;global;1
1877;salient;1
1878;hydroxi;1
1879;edx;1
1880;fitr;1
1881;haemocompat;1
1882;haemolysi;1
1883;hyperbranch;1
1884;till;1
1885;disappear;1
1886;portion;1
1887;cellpren;1
1888;lactid;1
1889;glycolid;1
1890;polyisopren;1
1891;unknown;1
1892;understood;1
1893;eta;1
1894;ultrathin;1
1895;ten;1
1896;pole;1
1897;kon;1
1898;plausibl;1
1899;explan;1
1900;depict;1
1901;disabl;1
1902;life;1
1903;tear;1
1904;intent;1
1905;vitrostudi;1
1906;fspcl;1
1907;espcl;1
1908;preconstruct;1
1909;toler;1
1910;positron;1
1911;annihil;1
1912;lifetim;1
1913;biosens;1
1914;outlin;1
1915;menstrual;1
1916;ovul;1
1917;post;1
1918;menopaus;1
1919;women;1
1920;receptor;1
1921;signal;1
1922;collater;1
1923;preferenti;1
1924;unexplor;1
1925;genistein;1
1926;ovariectom;1
1927;outperform;1
1928;cutan;1
1929;genet;1
1930;polyoxyethylen;1
1931;quantit;1
1932;vitiligo;1
1933;depigment;1
1934;halt;1
1935;immun;1
1936;option;1
1937;administr;1
1938;butyr;1
1939;rod;1
1940;dc;1
1941;accur;1
1942;cosmet;1
1943;http;1
1944;creativecommon;1
1945;org;1
1946;extractor;1
1947;freundlich;1
1948;satisfactori;1
1949;nontox;1
1950;firstli;1
1951;male;1
1952;clot;1
1953;euthan;1
1954;surgeri;1
1955;left;1
1956;submit;1
1957;biomechan;1
1958;avail;1
1959;posteriorli;1
1960;weaker;1
1961;keep;1
1962;naoh;1
1963;inhal;1
1964;inactiv;1
1965;denot;1
1966;plaqu;1
1967;bacteriaescherichia;1
1968;coliandstaphylococcu;1
1969;combat;1
1970;ofe;1
1971;coliand;1
1972;diisopropoxid;1
1973;impur;1
1974;stronger;1
1975;methylen;1
1976;blue;1
1977;curvilinear;1
1978;coordin;1
1979;move;1
1980;land;1
1981;assumpt;1
1982;trivial;1
1983;rhodamin;1
1984;dosimet;1
1985;phenylamino;1
1986;dipentylamino;1
1987;methylspiro;1
1988;xanthen;1
1989;phthalid;1
1990;fluoran;1
1991;leuco;1
1992;methoxystyryl;1
1993;trichloromethyl;1
1994;triazin;1
1995;mbtt;1
1996;photoacid;1
1997;gy;1
1998;apron;1
1999;yellow;1
2000;nutrient;1
2001;regulatori;1
2002;claim;1
2003;use;1
2004;thinfib;1
2005;sphere;1
2006;nanopartid;1
2007;swellabl;1
2008;potabl;1
2009;statu;1
2010;forthcom;1
2011;latest;1
2012;mb;1
2013;fibril;1
2014;osmosi;1
2015;ultrafiltr;1
2016;uf;1
2017;microfiltr;1
2018;nanofiltr;1
2019;overpow;1
2020;relev;1
2021;polytetrafluoroethylen;1
2022;ptfe;1
2023;polysulfid;1
2024;deterior;1
2025;except;1
2026;foam;1
2027;summar;1
2028;newcom;1
2029;document;1
2030;static;1
2031;scopu;1
2032;restrict;1
2033;king;1
2034;saud;1
2035;univers;1
2036;die;1
2037;conjunct;1
2038;roughli;1
2039;thermophys;1
2040;patent;1
2041;squar;1
2042;fourth;1
2043;rung;1
2044;kutta;1
2045;constantli;1
2046;pass;1
2047;talli;1
2048;suit;1
2049;whilst;1
2050;fluffier;1
2051;adopt;1
2052;vinylamin;1
2053;primari;1
2054;imprint;1
2055;polyelectrolyt;1
2056;coagul;1
2057;bisphenol;1
2058;endocrin;1
2059;disruptor;1
2060;dummi;1
2061;video;1
2062;instrument;1
2063;irj;1
2064;postprocess;1
2065;depth;1
2066;ingress;1
2067;granul;1
2068;neovascular;1
2069;reepitheli;1
2070;altogeth;1
2071;styren;1
2072;wit;1
2073;shini;1
2074;pathogen;1
2075;nanosensor;1
2076;underutil;1
2077;discoveri;1
2078;market;1
2079;biphenyl;1
2080;tetracarboxyl;1
2081;dianhydrid;1
2082;bpda;1
2083;phenylenediamin;1
2084;oxydianilin;1
2085;oda;1
2086;polyam;1
2087;imid;1
2088;epoxi;1
2089;calcul;1
2090;strongest;1
2091;ciprofloxacin;1
2092;tetrabutoxid;1
2093;propytrimethoxysilan;1
2094;ran;1
2095;ogan;1
2096;irrit;1
2097;mill;1
2098;insert;1
2099;iv;1
2100;butoxid;1
2101;carboxyl;1
2102;atr;1
2103;unchang;1
2104;sorbent;1
2105;urgent;1
2106;frequent;1
2107;occurr;1
2108;accid;1
2109;world;1
2110;superoleophil;1
2111;pump;1
2112;veget;1
2113;dimethylthiazol;1
2114;yl;1
2115;diphenyltetrazolium;1
2116;bromid;1
2117;ss;1
2118;hematit;1
2119;nonahydr;1
2120;antarct;1
2121;krill;1
2122;intramolecular;1
2123;annular;1
2124;ether;1
2125;valuabl;1
2126;macrostructur;1
2127;emul;1
2128;interpenetr;1
2129;syncret;1
2130;diversifi;1
2131;undul;1
2132;assum;1
2133;unlik;1
2134;ffi;1
2135;cult;1
2136;bandag;1
2137;sca;1
2138;ff;1
2139;obsolet;1
2140;phone;1
2141;lcd;1
2142;ethylhexyl;1
2143;hci;1
2144;acyl;1
2145;salmonella;1
2146;sp;1
2147;citru;1
2148;steril;1
2149;tempor;1
2150;slender;1
2151;fall;1
2152;acryl;1
2153;william;1
2154;landel;1
2155;ferri;1
2156;polyvinylepyrrolidon;1
2157;digim;1
2158;spss;1
2159;biofunction;1
2160;marker;1
2161;induct;1
2162;osteogenesi;1
2163;defici;1
2164;decor;1
2165;byproduct;1
2166;flower;1
2167;reactant;1
2168;junction;1
2169;colorless;1
2170;phenol;1
2171;appar;1
2172;surpass;1
2173;scaveng;1
2174;heterostructur;1
2175;wastewat;1
2176;briefli;1
2177;promin;1
2178;fade;1
2179;importantli;1
2180;extra;1
2181;nodul;1
2182;lamellar;1
2183;prototyp;1
2184;enrich;1
2185;hole;1
2186;exampl;1
2187;hairi;1
2188;reconstruct;1
2189;recogn;1
2190;bioresorb;1
2191;micrometr;1
2192;alamarblu;1
2193;bioprocess;1
2194;volumetr;1
2195;expans;1
2196;cow;1
2197;cook;1
2198;bovin;1
2199;aortic;1
2200;skelet;1
2201;myoblast;1
2202;immunohistochem;1
2203;engraft;1
2204;marrow;1
2205;thermocoagul;1
2206;cortic;1
2207;upregul;1
2208;cxcl;1
2209;injur;1
2210;ibuprofen;1
2211;ketoprofen;1
2212;glutaraldehyd;1
2213;hydroxid;1
2214;cinnamaldeyhd;1
2215;configur;1
2216;cinnamaldehyd;1
2217;count;1
2218;fluctuat;1
2219;noncytotox;1
2220;musculoskelet;1
2221;surgeon;1
2222;autolog;1
2223;patient;1
2224;allograft;1
2225;prone;1
2226;immunolog;1
2227;host;1
2228;reject;1
2229;airbrush;1
2230;microfibrillar;1
2231;gene;1
2232;pseudomona;1
2233;aeruginosa;1
2234;peptid;1
2235;beam;1
2236;notabl;1
2237;microcopi;1
2238;forcespinninga;1
2239;descript;1
2240;elovich;1
2241;aerospac;1
2242;countri;1
2243;methodcentrifug;1
2244;inop;1
2245;dispens;1
2246;surround;1
2247;heater;1
2248;weaken;1
2249;view;1
2250;pneumat;1
2251;delic;1
2252;grip;1
2253;elastom;1
2254;compliant;1
2255;lamina;1
2256;laser;1
2257;disc;1
2258;sugar;1
2259;insensit;1
2260;regard;1
2261;decay;1
2262;repetit;1
2263;enlighten;1
2264;multipli;1
2265;regress;1
2266;side;1
2267;garner;1
2268;zein;1
2269;dia;1
2270;refract;1
2271;blower;1
2272;spinnerett;1
2273;fetu;1
2274;biophys;1
2275;pro;1
2276;fibronectin;1
2277;believ;1
2278;untest;1
2279;fibrillogenesi;1
2280;appendag;1
2281;bioprotein;1
2282;paradigm;1
2283;waxd;1
2284;smoothest;1
2285;thermo;1
2286;widespread;1
2287;polyamid;1
2288;isopropoxid;1
2289;vinylalcohol;1
2290;attain;1
2291;histor;1
2292;herald;1
2293;moist;1
2294;plant;1
2295;hydrolys;1
2296;affirm;1
2297;formaldehyd;1
2298;inspect;1
2299;turbid;1
2300;manifest;1
2301;flame;1
2302;retard;1
2303;hope;1
2304;fitter;1
2305;round;1
2306;polyhedron;1
2307;burr;1
2308;public;1
2309;nanoyarn;1
2310;electrospn;1
2311;preserv;1
2312;molten;1
2313;accumul;1
2314;occas;1
2315;oc;1
2316;circumferenti;1
2317;wire;1
2318;anemomet;1
2319;auxiliari;1
2320;glycerol;1
2321;dexamethason;1
2322;stimulatori;1
2323;trabecul;1
2324;bigger;1
2325;academia;1
2326;contributor;1
2327;expens;1
2328;curl;1
2329;leaki;1
2330;prevail;1
2331;academ;1
2332;workstat;1
2333;continuum;1
2334;massless;1
2335;pib;1
2336;pb;1
2337;feedstock;1
2338;domest;1
2339;beadi;1
2340;wast;1
2341;multistep;1
2342;previous;1
2343;costli;1
2344;seamless;1
2345;capillar;1
2346;shield;1
2347;electromagnet;1
2348;modern;1
2349;ultrahigh;1
2350;silicagel;1
2351;fr;1
2352;pronounc;1
2353;ceas;1
2354;equival;1
2355;km;1
2356;minut;1
2357;elicit;1
2358;multiscal;1
2359;leaflet;1
2360;fibrosa;1
2361;semilunar;1
2362;invas;1
2363;deploy;1
2364;transap;1
2365;pulmonari;1
2366;ovin;1
2367;hygroscop;1
2368;deliber;1
2369;itraconazol;1
2370;month;1
2371;devitrif;1
2372;freshli;1
2373;risk;1
2374;coin;1
2375;pcr;1
2376;bioanalyt;1
2377;microreactor;1
2378;bench;1
2379;submerg;1
2380;dpcr;1
2381;contamin;1
2382;picolit;1
2383;lab;1
2384;suppli;1
2385;nonvolatil;1
2386;custom;1
2387;precipit;1
2388;ensur;1
2389;mer;1
2390;para;1
2391;aramid;1
2392;dna;1
2393;opposit;1
2394;immisc;1
2395;nanotextil;1
2396;evolv;1
2397;runner;1
2398;prefer;1
2399;belong;1
2400;bioactivemolecul;1
2401;regenerativemedicin;1
2402;topolog;1
2403;pivot;1
2404;intercellular;1
2405;deep;1
2406;tuneabl;1
2407;last;1
2408;butylen;1
2409;adip;1
2410;pbat;1
2411;account;1
2412;princip;1
2413;calf;1
2414;salin;1
2415;scarc;1
2416;gave;1
2417;stabli;1
2418;convect;1
2419;half;1
2420;ragwort;1
2421;lotu;1
2422;protrus;1
2423;imit;1
2424;slide;1
2425;suscept;1
2426;enzymat;1
2427;cultiv;1
2428;foster;1
2429;cartilag;1
2430;fulfil;1
2431;immobil;1
2432;nonfunction;1
2433;pm;1
2434;pack;1
2435;board;1
2436;highspe;1
2437;pair;1
2438;nonsolv;1
2439;slicon;1
2440;pori;1
2441;columb;1
2442;atact;1
2443;neutron;1
2444;bring;1
2445;grid;1
2446;stationari;1
2447;decompos;1
2448;proxim;1
2449;distal;1
2450;dissect;1
2451;centella;1
2452;asiatica;1
2453;substratum;1
2454;intern;1
2455;effluent;1
2456;dianix;1
2457;fractur;1
2458;crystallis;1
2459;brush;1
2460;branch;1
2461;interlock;1
2462;later;1
2463;benchmark;1
2464;figur;1
2465;granular;1
2466;steadili;1
2467;la;1
2468;polyest;1
2469;benzenetrisamid;1
2470;matter;1
2471;correspondingli;1
2472;split;1
2473;issu;1
2474;biopharmaceut;1
2475;classif;1
2476;monolith;1
2477;glassi;1
2478;calorimetr;1
2479;polyhedr;1
2480;oligomer;1
2481;silsesquioxan;1
2482;nanofil;1
2483;monomer;1
2484;thermomechan;1
2485;harsh;1
2486;sncl;1
2487;gase;1
2488;exceed;1
2489;acetylen;1
2490;fragil;1
2491;intuit;1
2492;breadth;1
2493;photocur;1
2494;poroussn;1
2495;inert;1
2496;wavelength;1
2497;colorimetri;1
2498;rheomet;1
2499;potato;1
2500;crown;1
2501;carbonis;1
2502;concurr;1
2503;hrtem;1
2504;ferromagnet;1
2505;congo;1
2506;biochemistri;1
2507;instruct;1
2508;clarifi;1
2509;encourag;1
2510;genesi;1
2511;fidel;1
2512;cardiac;1
2513;question;1
2514;tabul;1
2515;valvular;1
2516;anatomi;1
2517;physiolog;1
2518;feed;1
2519;macro;1
2520;meter;1
2521;obvert;1
2522;spectrometri;1
2523;ig;1
2524;fructooligosaccharid;1
2525;sc;1
2526;inulooligosaccharid;1
2527;hydrolysi;1
2528;endoinulinas;1
2529;aspergillu;1
2530;niger;1
2531;inulinas;1
2532;immobilis;1
2533;exchang;1
2534;rezex;1
2535;rso;1
2536;column;1
2537;biocatalyt;1
2538;reactor;1
2539;interparticl;1
2540;demension;1
2541;polybuten;1
2542;polyisobutylen;1
2543;hoop;1
2544;fene;1
2545;llc;1
2546;quartz;1
2547;avomet;1
2548;lumin;1
2549;colorimet;1
2550;photoelectr;1
2551;omega;1
2552;transmitt;1
2553;laid;1
2554;underli;1
2555;timescal;1
2556;interplay;1
2557;window;1
2558;adapt;1
2559;octadecyl;1
2560;montmorillonit;1
2561;antifung;1
2562;candida;1
2563;fungal;1
2564;microorgan;1
2565;packag;1
2566;preceram;1
2567;polyvynilpyrolidon;1
2568;pyrolys;1
2569;sioc;1
2570;techna;1
2571;polymethylmethacryl;1
2572;lifepo;1
2573;radiat;1
2574;bubbl;1
2575;push;1
2576;drum;1
2577;deflect;1
2578;thicker;1
2579;skill;1
2580;airflow;1
2581;navier;1
2582;stoke;1
2583;fairli;1
2584;electrocentrifug;1
2585;lain;1
2586;de;1
2587;lastli;1
2588;micron;1
2589;arsen;1
2590;simpli;1
2591;confin;1
2592;neuron;1
2593;neurit;1
2594;wider;1
2595;unclear;1
2596;fibroin;1
2597;secondari;1
2598;fesem;1
2599;fir;1
2600;wxad;1
2601;opm;1
2602;coil;1
2603;thermost;1
2604;trombocyt;1
2605;fluoresc;1
2606;microb;1
2607;gastro;1
2608;tract;1
2609;consum;1
2610;yeast;1
2611;saccharomyc;1
2612;boulardii;1
2613;lactobacillu;1
2614;bifidobacterium;1
2615;biopolymer;1
2616;bell;1
2617;polyvinylalcohol;1
2618;suspend;1
2619;surviv;1
2620;incub;1
2621;shorten;1
2622;tzp;1
2623;colloid;1
2624;notic;1
2625;pseudoplast;1
2626;flake;1
2627;facet;1
2628;bioi;1
2629;accord;1
2630;neck;1
2631;phi;1
2632;accomplish;1
2633;dicalcium;1
2634;dichlorid;1
2635;hpo;1
2636;pyrophosph;1
2637;neglig;1
2638;inconsist;1
2639;precis;1
2640;marin;1
2641;harm;1
2642;handspin;1
2643;star;1
2644;viewpoint;1
2645;idea;1
2646;scope;1
2647;effortlessli;1
2648;aminopropyltrimethoxysilan;1
2649;aptm;1
2650;aminoethyl;1
2651;aeapt;1
2652;delay;1
2653;brunauer;1
2654;emmett;1
2655;teller;1
2656;azo;1
2657;enorm;1
2658;pe;1
2659;ohnesorg;1
2660;similarli;1
2661;polycarbon;1
2662;coax;1
2663;behav;1
2664;space;1
2665;microenvironment;1
2666;reason;1
2667;infinit;1
2668;arbitrari;1
2669;criterion;1
2670;converg;1
2671;plane;1
2672;map;1
2673;twin;1
2674;forcespinn;1
2675;incid;1
2676;nonion;1
2677;triton;1
2678;trend;1
2679;counterpart;1
2680;citric;1
2681;organozinc;1
2682;multinuclear;1
2683;fire;1
2684;schedul;1
2685;kj;1
2686;overview;1
2687;compressor;1
2688;proof;1
2689;admix;1
2690;polydispers;1
2691;incompat;1
2692;box;1
2693;benkhen;1
2694;kg;1
2695;tetrachlorid;1
2696;ticl;1
2697;acetylacetonatotitanium;1
2698;nuclear;1
2699;resolut;1
2700;defer;1
2701;medic;1
2702;tetracyclin;1
2703;evenli;1
2704;zr;1
2705;react;1
2706;polyzirconium;1
2707;apparatu;1
2708;slower;1
2709;span;1
2710;transistor;1
2711;propel;1
2712;complement;1
2713;analyt;1
2714;doi;1
2715;floss;1
2716;john;1
2717;son;1
2718;nucleat;1
2719;void;1
2720;vac;1
2721;vestor;1
2722;corp;1
2723;louisvil;1
2724;ky;1
2725;bowl;1
2726;cadco;1
2727;oxnard;1
2728;turbomax;1
2729;dentspli;1
2730;raintre;1
2731;essex;1
2732;sarasota;1
2733;fl;1
2734;nondestruct;1
2735;microtomograph;1
2736;microtomographi;1
2737;proprietari;1
2738;kruskal;1
2739;walli;1
2740;anova;1
2741;mann;1
2742;whitney;1
2743;neonat;1
2744;ventricular;1
2745;cardiomyocyt;1
2746;myocyt;1
2747;cytoskeleton;1
2748;beat;1
2749;multicellular;1
2750;laminar;1
2751;titania;1
2752;solar;1
2753;worthwhil;1
2754;mention;1
2755;hydrolyt;1
2756;physiochem;1
2757;exert;1
2758;esterif;1
2759;polysaccharid;1
2760;yttrium;1
2761;garnet;1
2762;exotherm;1
2763;raleigh;1
2764;laplac;1
2765;begin;1
2766;constitut;1
2767;biopolyest;1
2768;hvdroxvbutvr;1
2769;hvdrolyt;1
2770;markedli;1
2771;puriti;1
2772;exer;1
2773;mark;1
2774;proceed;1
2775;eros;1
2776;accompani;1
2777;collaps;1
2778;contract;1
2779;oder;1
2780;meso;1
2781;run;1
2782;rnesopor;1
2783;isotrop;1
2784;coal;1
2785;pitch;1
2786;cubr;1
2787;microanalysi;1
2788;epala;1
2789;turn;1
2790;redox;1
2791;young;1
2792;macropor;1
2793;spong;1
2794;vitamin;1
2795;kd;1
2796;dextran;1
2797;hold;1
2798;piec;1
2799;inter;1
2800;cohes;1
2801;destruct;1
2802;disrupt;1
2803;undertaken;1
2804;impuls;1
2805;puls;1
2806;fusarium;1
2807;moniliform;1
2808;mrc;1
2809;mycotoxin;1
2810;rcm;1
2811;pyridin;1
2812;redissolv;1
2813;aliquot;1
2814;wash;1
2815;lubrici;1
2816;piston;1
2817;unlubr;1
2818;tic;1
2819;wear;1
2820;boron;1
2821;bn;1
2822;mum;1
2823;antifoul;1
2824;pigment;1
2825;steel;1
2826;microprob;1
2827;scali;1
2828;spheric;1
2829;unevenli;1
2830;monoton;1
2831;cool;1
2832;cr;1
